staff;adverts;projects;profitability
8.76808825704949;24.5158265490683;8.49929757707387;142.095389945807
9.1290246123851;27.0026117525094;7.41497964759513;123.296481532721
8.269364614422;25.4961323145044;6.52498480530877;110.81105158331
9.83806258753471;18.2731126719224;5.21135892180504;90.6495759096517
10.3822675164736;11.9928922780806;7.97306343169516;84.3436315649111
12.4342958899394;26.8998967067844;6.77399453955411;89.4473327352005
10.2517799365187;24.7453889454288;4.19827813828045;89.2305807136643
10.0241965946573;22.2343614394639;5.61733317926357;96.5101228960138
10.8287690362646;18.3858656879378;4.03454494834509;85.3438513749647
10.8315856466594;28.3221031498094;5.25052849048659;89.2102061656321
12.1595554068435;23.4908389737492;2.79026227918598;59.578916345688
9.29542169448816;22.1983433731814;7.80002958774768;123.422102007663
11.087117229341;23.6155971238082;5.56688805575312;86.5245067050475
7.21348067420911;21.3313291891808;4.61090871896848;102.450447228672
9.4673715570112;24.4077684531229;5.28047109631547;102.038523229304
9.2434049333595;32.6484168928618;7.19096583050234;125.143069105532
7.54340166812535;20.0837035139433;7.06978877089361;113.921966113442
11.247763230444;13.5509130278149;6.29212037848844;66.7972167008392
10.7480322319821;23.1291303873229;3.84082800563281;88.8946471911831
11.7234460119695;21.7040583053394;5.34770321925128;85.2622082484782
10.1112341426016;23.4021819117616;6.61310353661802;103.438974288566
10.7906892628891;22.6177191717844;6.18632739443961;96.6373611761863
9.89099804711717;20.8332700465677;5.03396698380738;91.6866822141737
6.98774182957926;22.9485932622685;4.06337722454145;103.560960940252
8.73640850949228;17.9512043665253;4.89488843305531;96.8733919240456
10.4328713643704;27.8557302768613;6.90340065491873;100.89152683075
8.91062627994809;21.4469220099969;4.85917000218848;101.656800623175
8.36029635707696;23.9080493956741;5.2117647686291;113.526767521788
8.52663417164938;24.3758443286478;4.94210918634577;111.026990758975
8.95861704633419;26.8548782675054;7.72493741488422;130.700924287317
10.0673682445446;16.110483782853;5.39046013284222;77.8774938970027
8.71235396462164;16.3399068520309;6.93218913317944;109.318739658281
11.382528198218;21.8818475872093;3.6554885306502;80.1237755313248
6.57004201738925;18.9281359637215;6.41883079984894;101.673471984283
9.30831476203389;22.8271470631031;7.43461102041793;132.36841049108
7.95195958807982;20.4797288787602;5.84773705118434;105.619391419518
9.86009626142935;27.136599628249;4.08287966246583;101.445120299537
8.65346951675074;17.2890341757829;6.19979345735289;106.671954951788
10.0059411772316;24.2133445326041;3.01271405717001;100.00210988816
10.2558739451908;20.1960575023059;5.0449089023298;91.1612513598767
6.97397984923731;23.1724838454494;7.36517409372571;119.440318885244
11.573643077301;26.3222308732464;7.26202455719581;104.28580648796
9.40211244946701;20.7721822166171;7.17783438987628;117.280169168863
10.0841592820964;20.7236576804178;6.5869750326761;104.839250323944
9.29566323313178;23.2964123850364;5.06614263289085;113.554394697427
8.72119741409374;13.5727399274859;2.43516336695155;78.0119205361037
10.7116700296187;25.1223067064854;7.18495553087927;106.271309009018
9.57785644026661;19.2038584530346;5.53834209748811;99.3216571627445
7.02728845704448;22.6479377303932;5.34097874660864;94.490647982403
8.0941646876267;23.545633665677;6.03662567570394;113.228667369013
